,ciudad,cliente,cluster,recomendados
0,AGUACHICA,115566,103.0,CAMISA MANGA LARGA
1,AGUACHICA,115566,103.0,CHAQUETA
2,AGUACHICA,115566,103.0,DENIM
3,AGUACHICA,115566,103.0,CAMISA MANGA CORTA
4,AGUACHICA,115566,103.0,BERMUDA
0,AGUACHICA,117203,103.0,ZAPATOS PRECAMINADOR
1,AGUACHICA,117203,103.0,CAMISETA MANGA CORTA
2,AGUACHICA,117203,103.0,BERMUDA
3,AGUACHICA,117203,103.0,CONJUNTO CORTO
4,AGUACHICA,117203,103.0,TENIS
0,AGUACHICA,120517,103.0,CAMISA MANGA CORTA
1,AGUACHICA,120517,103.0,DENIM
2,AGUACHICA,120517,103.0,CONJUNTO LARGO
3,AGUACHICA,120517,103.0,BERMUDA
4,AGUACHICA,120517,103.0,BODY MANGA CORTA
0,AGUACHICA,135677,103.0,TENIS
1,AGUACHICA,135677,103.0,ZAPATOS COSIDOS
2,AGUACHICA,135677,103.0,OTROS
3,AGUACHICA,135677,103.0,CAMISA MANGA CORTA
4,AGUACHICA,135677,103.0,CAMISETA MANGA CORTA
0,AGUACHICA,149253,103.0,CONJUNTO LARGO
1,AGUACHICA,149253,103.0,CAMISETA MANGA CORTA
2,AGUACHICA,149253,103.0,CUIDADO PERSONAL
3,AGUACHICA,149253,103.0,CAMISETA MANGA LARGA
4,AGUACHICA,149253,103.0,ZAPATOS PRECAMINADOR
0,AGUACHICA,166854,103.0,CAMISETA POLO
1,AGUACHICA,166854,103.0,CAÑA LARGA
2,AGUACHICA,166854,103.0,ZAPATO
3,AGUACHICA,166854,103.0,CAMISETA MANGA CORTA
4,AGUACHICA,166854,103.0,DENIM
0,AGUACHICA,217124,103.0,CAMISETA MANGA CORTA
1,AGUACHICA,217124,103.0,ZAPATO
2,AGUACHICA,217124,103.0,CAMISETA POLO
3,AGUACHICA,217124,103.0,VESTIDO MANGA SISA
4,AGUACHICA,217124,103.0,CAMISA MANGA LARGA
0,AGUACHICA,233529,103.0,CUIDADO PERSONAL
1,AGUACHICA,233529,103.0,CORREA
2,AGUACHICA,233529,103.0,PANTALON
3,AGUACHICA,233529,103.0,TENIS
4,AGUACHICA,233529,103.0,OTROS
0,AGUACHICA,239022,103.0,BERMUDA
1,AGUACHICA,239022,103.0,CAMISA MANGA LARGA
2,AGUACHICA,239022,103.0,CAMISETA POLO
3,AGUACHICA,239022,103.0,ZAPATO
4,AGUACHICA,239022,103.0,BALETA
0,AGUACHICA,239976,103.0,CAMISA MANGA LARGA
1,AGUACHICA,239976,103.0,DENIM
2,AGUACHICA,239976,103.0,BERMUDA
3,AGUACHICA,239976,103.0,CAMISETA MANGA CORTA
4,AGUACHICA,239976,103.0,CAMISA MANGA CORTA
0,AGUACHICA,251287,103.0,BALETA
1,AGUACHICA,251287,103.0,CAMISA MANGA LARGA
2,AGUACHICA,251287,103.0,CAMISETA MANGA CORTA
3,AGUACHICA,251287,103.0,VESTIDO MANGA LARGA
4,AGUACHICA,251287,103.0,CAMISA MANGA CORTA
0,AGUACHICA,253511,103.0,DENIM
1,AGUACHICA,253511,103.0,PANTALON
2,AGUACHICA,253511,103.0,CORREA
3,AGUACHICA,253511,103.0,CAMISETA MANGA CORTA
4,AGUACHICA,253511,103.0,BERMUDA
0,AGUACHICA,266854,103.0,CAMISETA MANGA CORTA
1,AGUACHICA,266854,103.0,CAMISETA MANGA SISA
2,AGUACHICA,266854,103.0,TENIS
3,AGUACHICA,266854,103.0,ZAPATOS PRECAMINADOR
4,AGUACHICA,266854,103.0,CAMISA MANGA LARGA
0,AGUACHICA,279669,103.0,BALACA
1,AGUACHICA,279669,103.0,BOLSO
2,AGUACHICA,279669,103.0,BUZO
3,AGUACHICA,279669,103.0,CAMISETA MANGA SISA
4,AGUACHICA,279669,103.0,CARTUCHERA
0,AGUACHICA,282230,103.0,DENIM
1,AGUACHICA,282230,103.0,PIJAMA MC-PC
2,AGUACHICA,282230,103.0,SANDALIA
3,AGUACHICA,282230,103.0,ZAPATO
4,AGUACHICA,282230,103.0,CAMISA MANGA LARGA
0,AGUACHICA,295696,103.0,CAMISETA MANGA CORTA
1,AGUACHICA,295696,103.0,ZAPATOS PRECAMINADOR
2,AGUACHICA,295696,103.0,DENIM
3,AGUACHICA,295696,103.0,TENIS
4,AGUACHICA,295696,103.0,CONJUNTO CORTO
0,AGUACHICA,302055,103.0,SHORT
1,AGUACHICA,302055,103.0,DENIM
2,AGUACHICA,302055,103.0,PANTALON
3,AGUACHICA,302055,103.0,BERMUDA
4,AGUACHICA,302055,103.0,CAMISETA MANGA CORTA
0,AGUACHICA,333380,103.0,OTROS
1,AGUACHICA,333380,103.0,VESTIDO MANGA SISA
2,AGUACHICA,333380,103.0,CAMISA MANGA CORTA
3,AGUACHICA,333380,103.0,PANTALON
4,AGUACHICA,333380,103.0,CONJUNTO LARGO
0,AGUACHICA,341228,103.0,CAMISA MANGA LARGA
1,AGUACHICA,341228,103.0,DENIM
0,AGUACHICA,346393,103.0,ENTERIZO CORTO
1,AGUACHICA,346393,103.0,TENIS
2,AGUACHICA,346393,103.0,CAMISA MANGA CORTA
3,AGUACHICA,346393,103.0,CAMISA MANGA LARGA
4,AGUACHICA,346393,103.0,CAMISETA MANGA LARGA
0,AGUACHICA,40000609,103.0,TENIS
1,AGUACHICA,40000609,103.0,DENIM
2,AGUACHICA,40000609,103.0,CAMISETA MANGA CORTA
3,AGUACHICA,40000609,103.0,CAMISA MANGA LARGA
4,AGUACHICA,40000609,103.0,CAMISETA POLO
0,AGUACHICA,40017825,103.0,BERMUDA
1,AGUACHICA,40017825,103.0,CAMISETA MANGA SISA
2,AGUACHICA,40017825,103.0,ANTIBACTERIAL
3,AGUACHICA,40017825,103.0,CONJUNTO CORTO
4,AGUACHICA,40017825,103.0,BUZO
0,AGUACHICA,40034724,103.0,CAMISA MANGA LARGA
1,AGUACHICA,40034724,103.0,CONJUNTO CORTO
2,AGUACHICA,40034724,103.0,CAMISA MANGA SISA
3,AGUACHICA,40034724,103.0,CAMISETA POLO
4,AGUACHICA,40034724,103.0,PIJAMA MC-PC
0,AGUACHICA,40034812,103.0,OVERALL LARGO
1,AGUACHICA,40034812,103.0,BIKINI
2,AGUACHICA,40034812,103.0,CONJUNTO CORTO
3,AGUACHICA,40034812,103.0,DENIM
4,AGUACHICA,40034812,103.0,ENTERIZO CORTO
0,AGUACHICA,40035123,103.0,BODY MANGA CORTA
1,AGUACHICA,40035123,103.0,BODY MANGA LARGA
2,AGUACHICA,40035123,103.0,CAMISA MANGA LARGA
3,AGUACHICA,40035123,103.0,COBIJA SENCILLA
4,AGUACHICA,40035123,103.0,CONJUNTO LARGO
0,AGUACHICA,40035406,103.0,ZAPATOS COSIDOS
1,AGUACHICA,40035406,103.0,CONJUNTO LARGO
2,AGUACHICA,40035406,103.0,OTROS
3,AGUACHICA,40035406,103.0,DENIM
4,AGUACHICA,40035406,103.0,SHORT
0,AGUACHICA,40036541,103.0,BALETA
1,AGUACHICA,40036541,103.0,BODY MANGA CORTA
2,AGUACHICA,40036541,103.0,BOTAS
3,AGUACHICA,40036541,103.0,BOXER
4,AGUACHICA,40036541,103.0,CAMISA MANGA LARGA
0,AGUACHICA,40036553,103.0,CAMISA MANGA CORTA
1,AGUACHICA,40036553,103.0,CONJUNTO CORTO
2,AGUACHICA,40036553,103.0,CONJUNTO LARGO
3,AGUACHICA,40036553,103.0,VESTIDO ENTERO
4,AGUACHICA,40036553,103.0,ZAPATO
0,AGUACHICA,40036563,103.0,CAMISA MANGA CORTA
1,AGUACHICA,40036563,103.0,CAMISA MANGA LARGA
2,AGUACHICA,40036563,103.0,CAMISETA MANGA SISA
3,AGUACHICA,40036563,103.0,CAMISETA POLO
4,AGUACHICA,40036563,103.0,CHAQUETA
0,AGUACHICA,40036570,103.0,BOXER
1,AGUACHICA,40036570,103.0,CAMISETA MANGA LARGA
2,AGUACHICA,40036570,103.0,CARTUCHERA
3,AGUACHICA,40036570,103.0,CAÑA CORTA
4,AGUACHICA,40036570,103.0,COBIJA SENCILLA
0,AGUACHICA,40036573,103.0,CAMISETA MANGA SISA
1,AGUACHICA,40036573,103.0,DENIM
2,AGUACHICA,40036573,103.0,TENIS
3,AGUACHICA,40036573,103.0,CAMISA MANGA LARGA
4,AGUACHICA,40036573,103.0,CAMISETA MANGA LARGA
0,AGUACHICA,40036796,103.0,DENIM
1,AGUACHICA,40036796,103.0,BERMUDA
2,AGUACHICA,40036796,103.0,PANTALON
3,AGUACHICA,40036796,103.0,BOTAS
4,AGUACHICA,40036796,103.0,ZAPATO
0,AGUACHICA,40038805,103.0,CAMISA MANGA LARGA
1,AGUACHICA,40038805,103.0,CAMISA MANGA SISA
2,AGUACHICA,40038805,103.0,CAMISA MANGA CORTA
3,AGUACHICA,40038805,103.0,DENIM
4,AGUACHICA,40038805,103.0,TOP CORTO
0,AGUACHICA,40044958,103.0,PANTALON
1,AGUACHICA,40044958,103.0,BERMUDA
2,AGUACHICA,40044958,103.0,CAMISETA POLO
3,AGUACHICA,40044958,103.0,CORBATA
4,AGUACHICA,40044958,103.0,OTROS
0,AGUACHICA,40047298,103.0,BOTAS
1,AGUACHICA,40047298,103.0,CAMISETA MANGA CORTA
2,AGUACHICA,40047298,103.0,OTROS
3,AGUACHICA,40047298,103.0,BUZO
4,AGUACHICA,40047298,103.0,CAMISA MANGA SISA
0,AGUACHICA,40047587,103.0,PANTY CLASICO
1,AGUACHICA,40047587,103.0,CAMISA MANGA LARGA
2,AGUACHICA,40047587,103.0,CAMISA MANGA SISA
3,AGUACHICA,40047587,103.0,MINIFALDA
4,AGUACHICA,40047587,103.0,PIJAMA MC-PC
0,AGUACHICA,40047951,103.0,CAMISA MANGA CORTA
1,AGUACHICA,40047951,103.0,BERMUDA
2,AGUACHICA,40047951,103.0,CAMISETA POLO
3,AGUACHICA,40047951,103.0,SHORT
4,AGUACHICA,40047951,103.0,ZAPATOS PRECAMINADOR
0,AGUACHICA,40048028,103.0,CAMISA MANGA CORTA
1,AGUACHICA,40048028,103.0,DENIM
2,AGUACHICA,40048028,103.0,TENIS
3,AGUACHICA,40048028,103.0,OVERALL CORTO
4,AGUACHICA,40048028,103.0,CAMISA MANGA LARGA
0,AGUACHICA,40048157,103.0,CAMISETA MANGA CORTA
1,AGUACHICA,40048157,103.0,CAMISA MANGA CORTA
2,AGUACHICA,40048157,103.0,CAMISETA POLO
3,AGUACHICA,40048157,103.0,TENIS
4,AGUACHICA,40048157,103.0,BERMUDA
0,AGUACHICA,40049023,103.0,BALETA
1,AGUACHICA,40049023,103.0,BODY MANGA CORTA
2,AGUACHICA,40049023,103.0,BODY MANGA SISA
3,AGUACHICA,40049023,103.0,BOTAS
4,AGUACHICA,40049023,103.0,CARTUCHERA
0,AGUACHICA,40049468,103.0,BODY MANGA CORTA
1,AGUACHICA,40049468,103.0,CAMISETA MANGA CORTA
2,AGUACHICA,40049468,103.0,VESTIDO MANGA SISA
3,AGUACHICA,40049468,103.0,CHALECO
4,AGUACHICA,40049468,103.0,TENIS
0,AGUACHICA,40050759,103.0,TENIS
1,AGUACHICA,40050759,103.0,CAMISA MANGA LARGA
2,AGUACHICA,40050759,103.0,CARTUCHERA
3,AGUACHICA,40050759,103.0,DENIM
4,AGUACHICA,40050759,103.0,PANTALON
0,AGUACHICA,40079748,103.0,PANTALON
1,AGUACHICA,40079748,103.0,ZAPATO
2,AGUACHICA,40079748,103.0,BOXER
3,AGUACHICA,40079748,103.0,BUZO
4,AGUACHICA,40079748,103.0,CUIDADO PERSONAL
0,AGUACHICA,40089630,103.0,CAMISETA MANGA CORTA
1,AGUACHICA,40089630,103.0,CAMISETA POLO
2,AGUACHICA,40089630,103.0,DENIM
3,AGUACHICA,40089630,103.0,ENTERIZO CORTO
4,AGUACHICA,40089630,103.0,ZAPATOS COSIDOS
0,AGUACHICA,40099497,103.0,DENIM
1,AGUACHICA,40099497,103.0,OVERALL CORTO
2,AGUACHICA,40099497,103.0,OVERALL LARGO
3,AGUACHICA,40099497,103.0,PANTALON
4,AGUACHICA,40099497,103.0,ZAPATOS PRECAMINADOR
0,AGUACHICA,40100790,103.0,CAMISA MANGA LARGA
1,AGUACHICA,40100790,103.0,CAMISETA POLO
2,AGUACHICA,40100790,103.0,CONJUNTO CORTO
3,AGUACHICA,40100790,103.0,CUIDADO PERSONAL
4,AGUACHICA,40100790,103.0,DENIM
0,AGUACHICA,40162004,103.0,CAMISETA POLO
1,AGUACHICA,40162004,103.0,CUIDADO PERSONAL
2,AGUACHICA,40162004,103.0,BODY MANGA CORTA
3,AGUACHICA,40162004,103.0,SET
4,AGUACHICA,40162004,103.0,CONJUNTO LARGO
0,AGUACHICA,40163680,103.0,BERMUDA
1,AGUACHICA,40163680,103.0,CAMISETA MANGA SISA
2,AGUACHICA,40163680,103.0,ANTIBACTERIAL
3,AGUACHICA,40163680,103.0,CONJUNTO CORTO
4,AGUACHICA,40163680,103.0,BUZO
0,AGUACHICA,40163808,103.0,CAMISETA MANGA CORTA
1,AGUACHICA,40163808,103.0,ZAPATO
2,AGUACHICA,40163808,103.0,ZAPATOS PRECAMINADOR
3,AGUACHICA,40163808,103.0,CAMISA MANGA LARGA
4,AGUACHICA,40163808,103.0,DENIM
0,AGUACHICA,40164019,103.0,BODY MANGA SISA
1,AGUACHICA,40164019,103.0,CACHUCHA
2,AGUACHICA,40164019,103.0,CONJUNTO CORTO
3,AGUACHICA,40164019,103.0,LEGGINGS
4,AGUACHICA,40164019,103.0,SANDALIA
0,AGUACHICA,40165372,103.0,CAMISETA MANGA CORTA
1,AGUACHICA,40165372,103.0,ZAPATOS PRECAMINADOR
2,AGUACHICA,40165372,103.0,DENIM
3,AGUACHICA,40165372,103.0,TENIS
4,AGUACHICA,40165372,103.0,CONJUNTO CORTO
0,AGUACHICA,40166244,103.0,OVERALL CORTO
1,AGUACHICA,40166244,103.0,VESTIDO MANGA CORTA
2,AGUACHICA,40166244,103.0,BERMUDA
3,AGUACHICA,40166244,103.0,CHAQUETA
4,AGUACHICA,40166244,103.0,CAMISA MANGA LARGA
0,AGUACHICA,40193610,103.0,BALETA
1,AGUACHICA,40193610,103.0,BODY MANGA CORTA
2,AGUACHICA,40193610,103.0,BODY MANGA SISA
3,AGUACHICA,40193610,103.0,CHAQUETA
4,AGUACHICA,40193610,103.0,CUIDADO PERSONAL
36,AGUACHICA,40199443,103.0,CAMISETA MANGA CORTA
61,AGUACHICA,40199443,103.0,DENIM
138,AGUACHICA,40199443,103.0,TENIS
98,AGUACHICA,40199443,103.0,PANTALON
31,AGUACHICA,40199443,103.0,CAMISA MANGA LARGA
0,AGUACHICA,40200993,103.0,CAMISA MANGA CORTA
1,AGUACHICA,40200993,103.0,CAMISA MANGA LARGA
2,AGUACHICA,40200993,103.0,DENIM
3,AGUACHICA,40200993,103.0,VESTIDO MANGA CORTA
4,AGUACHICA,40200993,103.0,SHORT
0,AGUACHICA,40288924,103.0,CAMISA MANGA CORTA
1,AGUACHICA,40288924,103.0,CAMISA MANGA LARGA
2,AGUACHICA,40288924,103.0,BOXER
3,AGUACHICA,40288924,103.0,ZAPATO
4,AGUACHICA,40288924,103.0,CORREA
0,AGUACHICA,40291814,103.0,SHORT
1,AGUACHICA,40291814,103.0,TENIS
0,AGUACHICA,40296124,103.0,TENIS
1,AGUACHICA,40296124,103.0,VESTIDO MANGA CORTA
2,AGUACHICA,40296124,103.0,VESTIDO MANGA SISA
3,AGUACHICA,40296124,103.0,CAMISA MANGA CORTA
4,AGUACHICA,40296124,103.0,DENIM
0,AGUACHICA,40296385,103.0,CAMISA MANGA SISA
1,AGUACHICA,40296385,103.0,CONJUNTO SUDADERA
2,AGUACHICA,40296385,103.0,VESTIDO ENTERO
3,AGUACHICA,40296385,103.0,BOTAS
4,AGUACHICA,40296385,103.0,BOXER
0,AGUACHICA,40296423,103.0,BERMUDA
1,AGUACHICA,40296423,103.0,CAMISA MANGA LARGA
2,AGUACHICA,40296423,103.0,PANTALON
3,AGUACHICA,40296423,103.0,OVERALL CORTO
4,AGUACHICA,40296423,103.0,CONJUNTO CORTO
0,AGUACHICA,40296683,103.0,PIJAMA MC-PC
1,AGUACHICA,40296683,103.0,OTROS
2,AGUACHICA,40296683,103.0,CONJUNTO CORTO
3,AGUACHICA,40296683,103.0,DENIM
4,AGUACHICA,40296683,103.0,SHORT
0,AGUACHICA,40296829,103.0,MINIFALDA
1,AGUACHICA,40296829,103.0,CAMISETA POLO
2,AGUACHICA,40296829,103.0,CONJUNTO CORTO
3,AGUACHICA,40296829,103.0,CAMISETA MANGA CORTA
4,AGUACHICA,40296829,103.0,CAMISA MANGA CORTA
0,AGUACHICA,40312431,103.0,BALETA
1,AGUACHICA,40312431,103.0,BODY MANGA SISA
2,AGUACHICA,40312431,103.0,CAMISA MANGA LARGA
3,AGUACHICA,40312431,103.0,CHAQUETA
4,AGUACHICA,40312431,103.0,DENIM
0,AGUACHICA,40312515,103.0,CACHUCHA
1,AGUACHICA,40312515,103.0,MINIFALDA
2,AGUACHICA,40312515,103.0,SHORT
3,AGUACHICA,40312515,103.0,TENIS
4,AGUACHICA,40312515,103.0,BALETA
0,AGUACHICA,40328640,103.0,BERMUDA
1,AGUACHICA,40328640,103.0,MINIFALDA
2,AGUACHICA,40328640,103.0,CONJUNTO CORTO
3,AGUACHICA,40328640,103.0,CORBATA
4,AGUACHICA,40328640,103.0,OTROS
0,AGUACHICA,40341342,103.0,OVERALL CORTO
1,AGUACHICA,40341342,103.0,OVERALL LARGO
2,AGUACHICA,40341342,103.0,VESTIDO MANGA CORTA
3,AGUACHICA,40341342,103.0,CAMISA MANGA SISA
4,AGUACHICA,40341342,103.0,CHALECO
0,AGUACHICA,40341394,103.0,CAMISETA MANGA CORTA
1,AGUACHICA,40341394,103.0,CONJUNTO LARGO
2,AGUACHICA,40341394,103.0,DENIM
3,AGUACHICA,40341394,103.0,SANDALIA
4,AGUACHICA,40341394,103.0,SHORT
0,AGUACHICA,40342821,103.0,CAMISETA MANGA LARGA
1,AGUACHICA,40342821,103.0,TANKINI
2,AGUACHICA,40342821,103.0,TENIS
3,AGUACHICA,40342821,103.0,BIKINI
4,AGUACHICA,40342821,103.0,MINIFALDA
0,AGUACHICA,40353620,103.0,CAMISETA MANGA CORTA
1,AGUACHICA,40353620,103.0,PANTALON
2,AGUACHICA,40353620,103.0,SUDADERA
3,AGUACHICA,40353620,103.0,TENIS
4,AGUACHICA,40353620,103.0,OVERALL CORTO
0,AGUACHICA,40354461,103.0,SANDALIA
1,AGUACHICA,40354461,103.0,VESTIDO MANGA SISA
2,AGUACHICA,40354461,103.0,CAMISA MANGA LARGA
3,AGUACHICA,40354461,103.0,CONJUNTO CORTO
4,AGUACHICA,40354461,103.0,BERMUDA
0,AGUACHICA,40355798,103.0,VESTIDO MANGA CORTA
1,AGUACHICA,40355798,103.0,BOTAS
2,AGUACHICA,40355798,103.0,SHORT
3,AGUACHICA,40355798,103.0,OTROS
4,AGUACHICA,40355798,103.0,SUDADERA
0,AGUACHICA,40357340,103.0,CAMISETA MANGA LARGA
1,AGUACHICA,40357340,103.0,CONJUNTO LARGO
2,AGUACHICA,40357340,103.0,GAFAS
3,AGUACHICA,40357340,103.0,PANTALON
4,AGUACHICA,40357340,103.0,PANTALONETA
0,AGUACHICA,40361536,103.0,SUDADERA
1,AGUACHICA,40361536,103.0,BERMUDA
0,AGUACHICA,40363206,103.0,BERMUDA
1,AGUACHICA,40363206,103.0,CAMISA MANGA LARGA
2,AGUACHICA,40363206,103.0,CARGADERA
3,AGUACHICA,40363206,103.0,CORBATA
4,AGUACHICA,40363206,103.0,CAMISA MANGA CORTA
0,AGUACHICA,40368747,103.0,ZAPATOS COSIDOS
1,AGUACHICA,40368747,103.0,CAMISETA MANGA CORTA
2,AGUACHICA,40368747,103.0,PANTALON
3,AGUACHICA,40368747,103.0,DENIM
4,AGUACHICA,40368747,103.0,PANTY CLASICO
0,AGUACHICA,40372214,103.0,TENIS
1,AGUACHICA,40372214,103.0,CAMISA MANGA CORTA
2,AGUACHICA,40372214,103.0,CORREA
3,AGUACHICA,40372214,103.0,SANDALIA
4,AGUACHICA,40372214,103.0,CAMISETA POLO
0,AGUACHICA,40407150,103.0,ENTERIZO LARGO
1,AGUACHICA,40407150,103.0,BERMUDA
2,AGUACHICA,40407150,103.0,CAMISA MANGA LARGA
3,AGUACHICA,40407150,103.0,CAMISETA MANGA CORTA
4,AGUACHICA,40407150,103.0,PANTALON
0,AGUACHICA,40408060,103.0,CAMISA MANGA CORTA
1,AGUACHICA,40408060,103.0,CAMISA MANGA LARGA
2,AGUACHICA,40408060,103.0,TENIS
3,AGUACHICA,40408060,103.0,BERMUDA
4,AGUACHICA,40408060,103.0,ZAPATO
0,AGUACHICA,40412081,103.0,BERMUDA
1,AGUACHICA,40412081,103.0,CACHUCHA
2,AGUACHICA,40412081,103.0,CAMISA MANGA CORTA
3,AGUACHICA,40412081,103.0,CAMISETA POLO
4,AGUACHICA,40412081,103.0,PANTALON
0,AGUACHICA,40438029,103.0,BALETA
1,AGUACHICA,40438029,103.0,BODY MANGA CORTA
2,AGUACHICA,40438029,103.0,CHAQUETA
3,AGUACHICA,40438029,103.0,MINIFALDA
4,AGUACHICA,40438029,103.0,SANDALIA
0,AGUACHICA,40466365,103.0,OTROS
1,AGUACHICA,40466365,103.0,CAMISETA POLO
2,AGUACHICA,40466365,103.0,OVERALL CORTO
3,AGUACHICA,40466365,103.0,PAÑALERA
4,AGUACHICA,40466365,103.0,DENIM
0,AGUACHICA,40477397,103.0,CAMISETA MANGA CORTA
1,AGUACHICA,40477397,103.0,VESTIDO MANGA SISA
2,AGUACHICA,40477397,103.0,DENIM
3,AGUACHICA,40477397,103.0,CAMISETA POLO
4,AGUACHICA,40477397,103.0,ZAPATOS PRECAMINADOR
0,AGUACHICA,40494403,103.0,CAMISA MANGA CORTA
1,AGUACHICA,40494403,103.0,CAMISA MANGA LARGA
2,AGUACHICA,40494403,103.0,TENIS
3,AGUACHICA,40494403,103.0,BERMUDA
0,AGUACHICA,40494737,103.0,CAMISETA MANGA CORTA
1,AGUACHICA,40494737,103.0,LEGGINGS
2,AGUACHICA,40494737,103.0,VESTIDO MANGA SISA
3,AGUACHICA,40494737,103.0,DENIM
4,AGUACHICA,40494737,103.0,VESTIDO MANGA CORTA
0,AGUACHICA,40495553,103.0,CAMISETA MANGA CORTA
1,AGUACHICA,40495553,103.0,TENIS
2,AGUACHICA,40495553,103.0,OVERALL LARGO
3,AGUACHICA,40495553,103.0,CAMISA MANGA SISA
4,AGUACHICA,40495553,103.0,DENIM
0,AGUACHICA,40506023,103.0,BALETA
1,AGUACHICA,40506023,103.0,CAMISA MANGA LARGA
2,AGUACHICA,40506023,103.0,OVERALL LARGO
3,AGUACHICA,40506023,103.0,TENIS
4,AGUACHICA,40506023,103.0,CAMISETA MANGA CORTA
0,AGUACHICA,40517582,103.0,CHALECO
1,AGUACHICA,40517582,103.0,CONJUNTO CORTO
2,AGUACHICA,40517582,103.0,OVERALL LARGO
3,AGUACHICA,40517582,103.0,SHORT
4,AGUACHICA,40517582,103.0,TOP CORTO
0,AGUACHICA,40534577,103.0,OVERALL CORTO
1,AGUACHICA,40534577,103.0,CAMISETA POLO
2,AGUACHICA,40534577,103.0,CAMISA MANGA LARGA
3,AGUACHICA,40534577,103.0,CAÑA CORTA
4,AGUACHICA,40534577,103.0,CAMISETA MANGA SISA
0,AGUACHICA,40561237,103.0,BOTAS
1,AGUACHICA,40561237,103.0,BERMUDA
2,AGUACHICA,40561237,103.0,CAMISETA MANGA LARGA
3,AGUACHICA,40561237,103.0,PANTALONETA
4,AGUACHICA,40561237,103.0,VESTIDO MANGA SISA
0,AGUACHICA,40561352,103.0,OVERALL CORTO
1,AGUACHICA,40561352,103.0,BERMUDA
2,AGUACHICA,40561352,103.0,CAMISA MANGA LARGA
3,AGUACHICA,40561352,103.0,BODY MANGA SISA
4,AGUACHICA,40561352,103.0,BOTAS
0,AGUACHICA,40564508,103.0,CAMISA MANGA CORTA
1,AGUACHICA,40564508,103.0,OVERALL LARGO
2,AGUACHICA,40564508,103.0,PANTALON
3,AGUACHICA,40564508,103.0,CONJUNTO CORTO
4,AGUACHICA,40564508,103.0,OVERALL CORTO
0,AGUACHICA,40581410,103.0,BERMUDA
1,AGUACHICA,40581410,103.0,CAMISA MANGA LARGA
2,AGUACHICA,40581410,103.0,PANTALON
3,AGUACHICA,40581410,103.0,OVERALL CORTO
4,AGUACHICA,40581410,103.0,CONJUNTO CORTO
0,AGUACHICA,40596629,103.0,CAMISA MANGA LARGA
1,AGUACHICA,40596629,103.0,TENIS
2,AGUACHICA,40596629,103.0,CONJUNTO CORTO
3,AGUACHICA,40596629,103.0,CONJUNTO LARGO
4,AGUACHICA,40596629,103.0,VESTIDO MANGA SISA
0,AGUACHICA,40598479,103.0,CAMISETA MANGA LARGA
1,AGUACHICA,40598479,103.0,CONJUNTO CORTO
2,AGUACHICA,40598479,103.0,VESTIDO MANGA SISA
3,AGUACHICA,40598479,103.0,CAMISA MANGA CORTA
4,AGUACHICA,40598479,103.0,CAMISA MANGA LARGA
0,AGUACHICA,40600581,103.0,PANTALON
1,AGUACHICA,40600581,103.0,BOXER
2,AGUACHICA,40600581,103.0,DENIM
3,AGUACHICA,40600581,103.0,BERMUDA
4,AGUACHICA,40600581,103.0,PIJAMA MC-PC
0,AGUACHICA,40624386,103.0,CAMISETA MANGA CORTA
1,AGUACHICA,40624386,103.0,ZAPATOS COSIDOS
2,AGUACHICA,40624386,103.0,BERMUDA
3,AGUACHICA,40624386,103.0,CAMISA MANGA SISA
4,AGUACHICA,40624386,103.0,MINIFALDA
0,AGUACHICA,40630616,103.0,CAMISA MANGA LARGA
1,AGUACHICA,40630616,103.0,CUIDADO PERSONAL
2,AGUACHICA,40630616,103.0,CAMISA MANGA SISA
3,AGUACHICA,40630616,103.0,PANTALON
4,AGUACHICA,40630616,103.0,BUZO
0,AGUACHICA,40634315,103.0,CAMISETA MANGA CORTA
1,AGUACHICA,40634315,103.0,CONJUNTO LARGO
2,AGUACHICA,40634315,103.0,BERMUDA
3,AGUACHICA,40634315,103.0,CONJUNTO CORTO
4,AGUACHICA,40634315,103.0,TENIS
0,AGUACHICA,40644095,103.0,CAMISA MANGA CORTA
1,AGUACHICA,40644095,103.0,DENIM
2,AGUACHICA,40644095,103.0,TENIS
3,AGUACHICA,40644095,103.0,RELOJ
4,AGUACHICA,40644095,103.0,ZAPATO
0,AGUACHICA,40644332,103.0,BODY MANGA SISA
1,AGUACHICA,40644332,103.0,CACHUCHA
2,AGUACHICA,40644332,103.0,CAMISA MANGA CORTA
3,AGUACHICA,40644332,103.0,DENIM
4,AGUACHICA,40644332,103.0,SANDALIA
0,AGUACHICA,40676478,103.0,SUDADERA
1,AGUACHICA,40676478,103.0,BERMUDA
0,AGUACHICA,40677334,103.0,CAMISA MANGA CORTA
1,AGUACHICA,40677334,103.0,CAMISETA MANGA CORTA
2,AGUACHICA,40677334,103.0,DENIM
3,AGUACHICA,40677334,103.0,CORREA
4,AGUACHICA,40677334,103.0,TOBILLERA
0,AGUACHICA,40699810,103.0,ENTERIZO CORTO
1,AGUACHICA,40699810,103.0,OTROS
2,AGUACHICA,40699810,103.0,DENIM
3,AGUACHICA,40699810,103.0,ZAPATO
4,AGUACHICA,40699810,103.0,PANTALON
0,AGUACHICA,40702559,103.0,CAMISA MANGA SISA
1,AGUACHICA,40702559,103.0,CONJUNTO CORTO
2,AGUACHICA,40702559,103.0,OVERALL LARGO
3,AGUACHICA,40702559,103.0,SHORT
4,AGUACHICA,40702559,103.0,DENIM
