,ciudad,cliente,cluster,recomendados
4,TUNJA,42235539,3401.0,CAMISA MANGA LARGA
0,TUNJA,42235677,3401.0,MORRAL
1,TUNJA,42235677,3401.0,CUIDADO PERSONAL
2,TUNJA,42235677,3401.0,PANTALON
3,TUNJA,42235677,3401.0,CHAQUETA
4,TUNJA,42235677,3401.0,BOTAS
0,TUNJA,42237558,3401.0,BOLSITA
1,TUNJA,42237558,3401.0,BUZO
2,TUNJA,42237558,3401.0,CAMISA MANGA LARGA
3,TUNJA,42237558,3401.0,OVERALL LARGO
4,TUNJA,42237558,3401.0,VESTIDO MANGA LARGA
0,TUNJA,42242329,3401.0,TENIS
1,TUNJA,42242329,3401.0,CAMISETA MANGA CORTA
2,TUNJA,42242329,3401.0,PANTALON
3,TUNJA,42242329,3401.0,CAMISETA POLO
4,TUNJA,42242329,3401.0,CAMISA MANGA LARGA
0,TUNJA,42245218,3401.0,CAMISA MANGA LARGA
1,TUNJA,42245218,3401.0,CAMISETA MANGA CORTA
2,TUNJA,42245218,3401.0,PANTALON
3,TUNJA,42245218,3401.0,CAMISETA MANGA LARGA
4,TUNJA,42245218,3401.0,BOTAS
0,TUNJA,42245322,3401.0,PANTALON
1,TUNJA,42245322,3401.0,OVERALL LARGO
2,TUNJA,42245322,3401.0,TENIS
3,TUNJA,42245322,3401.0,CAMISETA MANGA CORTA
4,TUNJA,42245322,3401.0,SUDADERA
0,TUNJA,42245362,3401.0,DENIM
1,TUNJA,42245362,3401.0,TENIS
2,TUNJA,42245362,3401.0,SUDADERA
3,TUNJA,42245362,3401.0,CAMISA MANGA CORTA
4,TUNJA,42245362,3401.0,LEGGINGS
0,TUNJA,42249889,3401.0,CAMISETA MANGA CORTA
1,TUNJA,42249889,3401.0,TENIS
2,TUNJA,42249889,3401.0,PANTALON
3,TUNJA,42249889,3401.0,BUZO
4,TUNJA,42249889,3401.0,ZAPATO
0,TUNJA,42249985,3401.0,CHAQUETA
1,TUNJA,42249985,3401.0,PANTALON
2,TUNJA,42249985,3401.0,CAMISA MANGA CORTA
3,TUNJA,42249985,3401.0,CHALECO
0,TUNJA,42250364,3401.0,CUIDADO PERSONAL
1,TUNJA,42250364,3401.0,CONJUNTO CORTO
2,TUNJA,42250364,3401.0,ANTIBACTERIAL
3,TUNJA,42250364,3401.0,TENIS
4,TUNJA,42250364,3401.0,BODY MANGA CORTA
0,TUNJA,42250669,3401.0,CAMISETA MANGA CORTA
1,TUNJA,42250669,3401.0,CAMISA MANGA CORTA
2,TUNJA,42250669,3401.0,TENIS
3,TUNJA,42250669,3401.0,CORREA
4,TUNJA,42250669,3401.0,PANTALON
0,TUNJA,42252019,3401.0,CAMISETA MANGA CORTA
1,TUNJA,42252019,3401.0,CAMISA MANGA LARGA
2,TUNJA,42252019,3401.0,CAMISETA MANGA LARGA
0,TUNJA,42252142,3401.0,BOTAS
1,TUNJA,42252142,3401.0,CARTUCHERA
2,TUNJA,42252142,3401.0,CUIDADO PERSONAL
3,TUNJA,42252142,3401.0,CAMISETA MANGA LARGA
4,TUNJA,42252142,3401.0,BOXER
0,TUNJA,42253374,3401.0,SUDADERA
1,TUNJA,42253374,3401.0,CHAQUETA
2,TUNJA,42253374,3401.0,TENIS
3,TUNJA,42253374,3401.0,CAMISETA MANGA SISA
4,TUNJA,42253374,3401.0,CARTUCHERA
0,TUNJA,42253387,3401.0,DENIM
1,TUNJA,42253387,3401.0,CHAQUETA
2,TUNJA,42253387,3401.0,LEGGINGS
3,TUNJA,42253387,3401.0,PANTALON
4,TUNJA,42253387,3401.0,BOXER
36,TUNJA,42253852,3401.0,CAMISETA MANGA CORTA
61,TUNJA,42253852,3401.0,DENIM
138,TUNJA,42253852,3401.0,TENIS
98,TUNJA,42253852,3401.0,PANTALON
31,TUNJA,42253852,3401.0,CAMISA MANGA LARGA
0,TUNJA,42255160,3401.0,CAMISETA MANGA CORTA
1,TUNJA,42255160,3401.0,SUDADERA
2,TUNJA,42255160,3401.0,LEGGINGS
3,TUNJA,42255160,3401.0,CUIDADO PERSONAL
4,TUNJA,42255160,3401.0,OVERALL LARGO
36,TUNJA,42255658,3401.0,CAMISETA MANGA CORTA
61,TUNJA,42255658,3401.0,DENIM
138,TUNJA,42255658,3401.0,TENIS
98,TUNJA,42255658,3401.0,PANTALON
31,TUNJA,42255658,3401.0,CAMISA MANGA LARGA
0,TUNJA,42255782,3401.0,CHAQUETA
1,TUNJA,42255782,3401.0,DENIM
2,TUNJA,42255782,3401.0,TENIS
3,TUNJA,42255782,3401.0,BUZO
4,TUNJA,42255782,3401.0,CAMISETA MANGA LARGA
0,TUNJA,42256646,3401.0,PANTALON
1,TUNJA,42256646,3401.0,CHAQUETA
2,TUNJA,42256646,3401.0,CONJUNTO LARGO
3,TUNJA,42256646,3401.0,TENIS
4,TUNJA,42256646,3401.0,OVERALL CORTO
0,TUNJA,42257092,3401.0,OVERALL LARGO
1,TUNJA,42257092,3401.0,VESTIDO MANGA SISA
2,TUNJA,42257092,3401.0,BOTAS
3,TUNJA,42257092,3401.0,BUZO
4,TUNJA,42257092,3401.0,CAMISA MANGA CORTA
0,TUNJA,42259456,3401.0,BODY MANGA CORTA
1,TUNJA,42259456,3401.0,CAMISETA POLO
2,TUNJA,42259456,3401.0,CONJUNTO LARGO
3,TUNJA,42259456,3401.0,GORRO
4,TUNJA,42259456,3401.0,BUZO
0,TUNJA,42261081,3401.0,BERMUDA
1,TUNJA,42261081,3401.0,DENIM
2,TUNJA,42261081,3401.0,CONJUNTO CORTO
3,TUNJA,42261081,3401.0,CAMISETA MANGA LARGA
4,TUNJA,42261081,3401.0,CAMISA MANGA LARGA
0,TUNJA,42261647,3401.0,CHAQUETA
1,TUNJA,42261647,3401.0,PANTALON
2,TUNJA,42261647,3401.0,CAMISETA POLO
3,TUNJA,42261647,3401.0,TENIS
4,TUNJA,42261647,3401.0,BERMUDA
0,TUNJA,42262433,3401.0,BUZO
1,TUNJA,42262433,3401.0,DENIM
2,TUNJA,42262433,3401.0,CAMISETA POLO
3,TUNJA,42262433,3401.0,SUDADERA
4,TUNJA,42262433,3401.0,CAMISA MANGA LARGA
36,TUNJA,42265343,3401.0,CAMISETA MANGA CORTA
61,TUNJA,42265343,3401.0,DENIM
138,TUNJA,42265343,3401.0,TENIS
98,TUNJA,42265343,3401.0,PANTALON
31,TUNJA,42265343,3401.0,CAMISA MANGA LARGA
0,TUNJA,42266320,3401.0,CAMISETA MANGA CORTA
1,TUNJA,42266320,3401.0,CHAQUETA
2,TUNJA,42266320,3401.0,MEDIAS
3,TUNJA,42266320,3401.0,OTROS
4,TUNJA,42266320,3401.0,CAMISETA POLO
0,TUNJA,42271973,3401.0,PANTALON
1,TUNJA,42271973,3401.0,CAMISA MANGA CORTA
2,TUNJA,42271973,3401.0,CAMISETA MANGA CORTA
3,TUNJA,42271973,3401.0,DENIM
4,TUNJA,42271973,3401.0,ZAPATO
0,TUNJA,42272720,3401.0,CAMISA MANGA LARGA
1,TUNJA,42272720,3401.0,CAMISETA MANGA CORTA
2,TUNJA,42272720,3401.0,PANTALON
3,TUNJA,42272720,3401.0,CAMISETA MANGA LARGA
4,TUNJA,42272720,3401.0,BOTAS
0,TUNJA,42273161,3401.0,DENIM
1,TUNJA,42273161,3401.0,CHAQUETA
2,TUNJA,42273161,3401.0,PANTALON
3,TUNJA,42273161,3401.0,OTROS
4,TUNJA,42273161,3401.0,CUIDADO PERSONAL
0,TUNJA,42273977,3401.0,OTROS
1,TUNJA,42273977,3401.0,CAMISA MANGA LARGA
2,TUNJA,42273977,3401.0,GORRO
3,TUNJA,42273977,3401.0,PANTALON
4,TUNJA,42273977,3401.0,SUDADERA
0,TUNJA,42275231,3401.0,BOTAS
1,TUNJA,42275231,3401.0,PANTALON
2,TUNJA,42275231,3401.0,SUDADERA
3,TUNJA,42275231,3401.0,DENIM
4,TUNJA,42275231,3401.0,CAMISA MANGA LARGA
0,TUNJA,42278362,3401.0,TENIS
1,TUNJA,42278362,3401.0,PANTALON
2,TUNJA,42278362,3401.0,CAMISETA MANGA CORTA
3,TUNJA,42278362,3401.0,ZAPATOS PRECAMINADOR
4,TUNJA,42278362,3401.0,BOTAS
0,TUNJA,42289766,3401.0,CAMISETA MANGA SISA
1,TUNJA,42289766,3401.0,COBIJA SENCILLA
2,TUNJA,42289766,3401.0,CUIDADO PERSONAL
0,TUNJA,42293057,3401.0,BUZO
1,TUNJA,42293057,3401.0,ZAPATO
2,TUNJA,42293057,3401.0,PANTALON
3,TUNJA,42293057,3401.0,CAMISETA MANGA LARGA
4,TUNJA,42293057,3401.0,OVERALL LARGO
0,TUNJA,42295180,3401.0,CUIDADO PERSONAL
1,TUNJA,42295180,3401.0,PANTALON
2,TUNJA,42295180,3401.0,CHALECO
3,TUNJA,42295180,3401.0,CHAQUETA
4,TUNJA,42295180,3401.0,TANKINI
0,TUNJA,42296296,3401.0,TENIS
1,TUNJA,42296296,3401.0,BOXER
2,TUNJA,42296296,3401.0,BOTAS
3,TUNJA,42296296,3401.0,PANTALON
4,TUNJA,42296296,3401.0,CAMISETA MANGA SISA
0,TUNJA,42297803,3401.0,SUDADERA
1,TUNJA,42297803,3401.0,DENIM
2,TUNJA,42297803,3401.0,CAMISA MANGA LARGA
3,TUNJA,42297803,3401.0,PANTALON
4,TUNJA,42297803,3401.0,BERMUDA
0,TUNJA,42299501,3401.0,SUDADERA
1,TUNJA,42299501,3401.0,CAMISETA MANGA LARGA
2,TUNJA,42299501,3401.0,LEGGINGS
3,TUNJA,42299501,3401.0,CUIDADO PERSONAL
4,TUNJA,42299501,3401.0,GABAN
0,TUNJA,42301059,3401.0,SUDADERA
1,TUNJA,42301059,3401.0,CAMISETA MANGA CORTA
0,TUNJA,42301487,3401.0,TENIS
0,TUNJA,42309773,3401.0,BODY MANGA LARGA
1,TUNJA,42309773,3401.0,BERMUDA
2,TUNJA,42309773,3401.0,PANTALONETA
3,TUNJA,42309773,3401.0,CHAQUETA
4,TUNJA,42309773,3401.0,CAÑA CORTA
0,TUNJA,42316787,3401.0,CAMISETA MANGA LARGA
1,TUNJA,42316787,3401.0,CAMISETA MANGA CORTA
2,TUNJA,42316787,3401.0,TENIS
3,TUNJA,42316787,3401.0,PANTALON
4,TUNJA,42316787,3401.0,DENIM
0,TUNJA,42317193,3401.0,CAMISA MANGA LARGA
1,TUNJA,42317193,3401.0,TENIS
2,TUNJA,42317193,3401.0,BUZO
3,TUNJA,42317193,3401.0,DENIM
4,TUNJA,42317193,3401.0,CAMISETA MANGA CORTA
0,TUNJA,42319880,3401.0,SUDADERA
1,TUNJA,42319880,3401.0,TENIS
2,TUNJA,42319880,3401.0,CAMISA MANGA LARGA
3,TUNJA,42319880,3401.0,CUIDADO PERSONAL
4,TUNJA,42319880,3401.0,COBIJA SENCILLA
36,TUNJA,42327594,3401.0,CAMISETA MANGA CORTA
61,TUNJA,42327594,3401.0,DENIM
138,TUNJA,42327594,3401.0,TENIS
98,TUNJA,42327594,3401.0,PANTALON
31,TUNJA,42327594,3401.0,CAMISA MANGA LARGA
36,TUNJA,42329400,3401.0,CAMISETA MANGA CORTA
61,TUNJA,42329400,3401.0,DENIM
138,TUNJA,42329400,3401.0,TENIS
98,TUNJA,42329400,3401.0,PANTALON
31,TUNJA,42329400,3401.0,CAMISA MANGA LARGA
0,TUNJA,42329702,3401.0,CAMISA MANGA CORTA
1,TUNJA,42329702,3401.0,DENIM
2,TUNJA,42329702,3401.0,CAMISETA MANGA LARGA
3,TUNJA,42329702,3401.0,PANTALON
4,TUNJA,42329702,3401.0,SUDADERA
0,TUNJA,42330482,3401.0,CAÑA CORTA
1,TUNJA,42330482,3401.0,CAMISA MANGA LARGA
2,TUNJA,42330482,3401.0,CHAQUETA
3,TUNJA,42330482,3401.0,DENIM
0,TUNJA,42331572,3401.0,CAMISETA MANGA LARGA
1,TUNJA,42331572,3401.0,CAMISETA MANGA CORTA
2,TUNJA,42331572,3401.0,BOTAS
3,TUNJA,42331572,3401.0,BUZO
0,TUNJA,42334941,3401.0,CAMISA MANGA LARGA
1,TUNJA,42334941,3401.0,DENIM
2,TUNJA,42334941,3401.0,CAMISETA MANGA LARGA
3,TUNJA,42334941,3401.0,SUDADERA
4,TUNJA,42334941,3401.0,TENIS
0,TUNJA,42338002,3401.0,TENIS
36,TUNJA,42338833,3401.0,CAMISETA MANGA CORTA
61,TUNJA,42338833,3401.0,DENIM
138,TUNJA,42338833,3401.0,TENIS
98,TUNJA,42338833,3401.0,PANTALON
31,TUNJA,42338833,3401.0,CAMISA MANGA LARGA
0,TUNJA,42342277,3401.0,CHAQUETA
1,TUNJA,42342277,3401.0,PANTALON
2,TUNJA,42342277,3401.0,CAMISA MANGA CORTA
3,TUNJA,42342277,3401.0,CUIDADO PERSONAL
0,TUNJA,42352943,3401.0,BERMUDA
1,TUNJA,42352943,3401.0,CAMISETA MANGA CORTA
2,TUNJA,42352943,3401.0,CHAQUETA
3,TUNJA,42352943,3401.0,SUDADERA
0,TUNJA,42360109,3401.0,SUDADERA
1,TUNJA,42360109,3401.0,CAMISA MANGA LARGA
2,TUNJA,42360109,3401.0,CUIDADO PERSONAL
3,TUNJA,42360109,3401.0,BOXER
4,TUNJA,42360109,3401.0,GORRO
0,TUNJA,42360960,3401.0,BOTAS
1,TUNJA,42360960,3401.0,BUZO
2,TUNJA,42360960,3401.0,CAMISETA MANGA CORTA
3,TUNJA,42360960,3401.0,CAMISETA MANGA LARGA
4,TUNJA,42360960,3401.0,TENIS
0,TUNJA,42361292,3401.0,DENIM
1,TUNJA,42361292,3401.0,CUIDADO PERSONAL
2,TUNJA,42361292,3401.0,BOTAS
3,TUNJA,42361292,3401.0,CAMISETA MANGA LARGA
4,TUNJA,42361292,3401.0,PANTALON
36,TUNJA,42365321,3401.0,CAMISETA MANGA CORTA
61,TUNJA,42365321,3401.0,DENIM
138,TUNJA,42365321,3401.0,TENIS
98,TUNJA,42365321,3401.0,PANTALON
31,TUNJA,42365321,3401.0,CAMISA MANGA LARGA
0,TUNJA,42365342,3401.0,CUIDADO PERSONAL
1,TUNJA,42365342,3401.0,DENIM
2,TUNJA,42365342,3401.0,RELOJ
3,TUNJA,42365342,3401.0,SUDADERA
4,TUNJA,42365342,3401.0,CAMISETA MANGA CORTA
0,TUNJA,42365345,3401.0,CUIDADO PERSONAL
1,TUNJA,42365345,3401.0,PANTALON
2,TUNJA,42365345,3401.0,CHALECO
3,TUNJA,42365345,3401.0,CHAQUETA
4,TUNJA,42365345,3401.0,TANKINI
36,TUNJA,42365557,3401.0,CAMISETA MANGA CORTA
61,TUNJA,42365557,3401.0,DENIM
138,TUNJA,42365557,3401.0,TENIS
98,TUNJA,42365557,3401.0,PANTALON
31,TUNJA,42365557,3401.0,CAMISA MANGA LARGA
0,TUNJA,42368472,3401.0,CHAQUETA
1,TUNJA,42368472,3401.0,SUDADERA
2,TUNJA,42368472,3401.0,PANTALON
3,TUNJA,42368472,3401.0,CAMISA MANGA CORTA
4,TUNJA,42368472,3401.0,ZAPATO
0,TUNJA,42371456,3401.0,CAMISETA MANGA CORTA
1,TUNJA,42371456,3401.0,CUIDADO PERSONAL
2,TUNJA,42371456,3401.0,CAMISA MANGA CORTA
0,TUNJA,42372882,3401.0,PANTALON
1,TUNJA,42372882,3401.0,CAMISA MANGA CORTA
2,TUNJA,42372882,3401.0,CONJUNTO LARGO
3,TUNJA,42372882,3401.0,BUZO
4,TUNJA,42372882,3401.0,CHALECO
0,TUNJA,42377739,3401.0,CHAQUETA
1,TUNJA,42377739,3401.0,DENIM
2,TUNJA,42377739,3401.0,TENIS
3,TUNJA,42377739,3401.0,PANTALON
0,TUNJA,42379482,3401.0,CONJUNTO CORTO
1,TUNJA,42379482,3401.0,SHORT
2,TUNJA,42379482,3401.0,VESTIDO MANGA LARGA
3,TUNJA,42379482,3401.0,CONJUNTO LARGO
4,TUNJA,42379482,3401.0,MINIFALDA
0,TUNJA,42388134,3401.0,CONJUNTO LARGO
1,TUNJA,42388134,3401.0,BUZO
2,TUNJA,42388134,3401.0,CAMISETA POLO
3,TUNJA,42388134,3401.0,GABAN
4,TUNJA,42388134,3401.0,TENIS
0,TUNJA,42390274,3401.0,SET
1,TUNJA,42390274,3401.0,CUIDADO PERSONAL
2,TUNJA,42390274,3401.0,OVERALL LARGO
3,TUNJA,42390274,3401.0,VESTIDO MANGA LARGA
4,TUNJA,42390274,3401.0,OTROS
0,TUNJA,42393262,3401.0,CHAQUETA
1,TUNJA,42393262,3401.0,SUDADERA
2,TUNJA,42393262,3401.0,CAMISA MANGA CORTA
3,TUNJA,42393262,3401.0,BUZO
4,TUNJA,42393262,3401.0,CAMISA MANGA LARGA
0,TUNJA,42395386,3401.0,CAMISETA MANGA CORTA
1,TUNJA,42395386,3401.0,CHAQUETA
2,TUNJA,42395386,3401.0,DENIM
3,TUNJA,42395386,3401.0,BODY MANGA CORTA
4,TUNJA,42395386,3401.0,BOLSO
0,TUNJA,42400239,3401.0,DENIM
1,TUNJA,42400239,3401.0,CAMISA MANGA CORTA
2,TUNJA,42400239,3401.0,SUDADERA
0,TUNJA,42407124,3401.0,LEGGINGS
1,TUNJA,42407124,3401.0,CAMISETA MANGA LARGA
2,TUNJA,42407124,3401.0,SUDADERA
3,TUNJA,42407124,3401.0,TENIS
4,TUNJA,42407124,3401.0,CAMISA MANGA LARGA
0,TUNJA,42412261,3401.0,DENIM
1,TUNJA,42412261,3401.0,BUZO
2,TUNJA,42412261,3401.0,CAMISA MANGA CORTA
3,TUNJA,42412261,3401.0,CAMISETA MANGA CORTA
4,TUNJA,42412261,3401.0,CHAQUETA
0,TUNJA,42415287,3401.0,CUIDADO PERSONAL
1,TUNJA,42415287,3401.0,DENIM
2,TUNJA,42415287,3401.0,RELOJ
3,TUNJA,42415287,3401.0,SUDADERA
4,TUNJA,42415287,3401.0,CAMISETA MANGA CORTA
0,TUNJA,42417157,3401.0,CHAQUETA
0,TUNJA,42417662,3401.0,BUZO
1,TUNJA,42417662,3401.0,CAMISETA MANGA LARGA
2,TUNJA,42417662,3401.0,DENIM
3,TUNJA,42417662,3401.0,BOTAS
4,TUNJA,42417662,3401.0,CAMISA MANGA CORTA
36,TUNJA,42436871,3401.0,CAMISETA MANGA CORTA
61,TUNJA,42436871,3401.0,DENIM
138,TUNJA,42436871,3401.0,TENIS
98,TUNJA,42436871,3401.0,PANTALON
31,TUNJA,42436871,3401.0,CAMISA MANGA LARGA
0,TUNJA,42437378,3401.0,BUZO
1,TUNJA,42437378,3401.0,CAMISA MANGA CORTA
2,TUNJA,42437378,3401.0,BOTAS
0,TUNJA,42439502,3401.0,BERMUDA
1,TUNJA,42439502,3401.0,CAMISETA MANGA CORTA
2,TUNJA,42439502,3401.0,CHAQUETA
3,TUNJA,42439502,3401.0,SUDADERA
0,TUNJA,42441559,3401.0,BERMUDA
1,TUNJA,42441559,3401.0,CAMISA MANGA LARGA
2,TUNJA,42441559,3401.0,RELOJ
3,TUNJA,42441559,3401.0,OTROS
4,TUNJA,42441559,3401.0,CONJUNTO LARGO
0,TUNJA,42443431,3401.0,CONJUNTO LARGO
1,TUNJA,42443431,3401.0,CHAQUETA
2,TUNJA,42443431,3401.0,CAMISA MANGA CORTA
3,TUNJA,42443431,3401.0,CAMISETA POLO
4,TUNJA,42443431,3401.0,BUZO
0,TUNJA,42456910,3401.0,BERMUDA
1,TUNJA,42456910,3401.0,CAMISETA MANGA CORTA
2,TUNJA,42456910,3401.0,CHAQUETA
3,TUNJA,42456910,3401.0,SUDADERA
0,TUNJA,42457417,3401.0,CONJUNTO LARGO
1,TUNJA,42457417,3401.0,LEGGINGS
2,TUNJA,42457417,3401.0,CUIDADO PERSONAL
3,TUNJA,42457417,3401.0,BOXER
4,TUNJA,42457417,3401.0,ANTIBACTERIAL
0,TUNJA,42458029,3401.0,CHAQUETA
1,TUNJA,42458029,3401.0,BOLSO
2,TUNJA,42458029,3401.0,SET
3,TUNJA,42458029,3401.0,CAMISETA MANGA LARGA
4,TUNJA,42458029,3401.0,SUDADERA
36,TUNJA,42466271,3401.0,CAMISETA MANGA CORTA
61,TUNJA,42466271,3401.0,DENIM
138,TUNJA,42466271,3401.0,TENIS
98,TUNJA,42466271,3401.0,PANTALON
31,TUNJA,42466271,3401.0,CAMISA MANGA LARGA
0,TUNJA,42469733,3401.0,CAMISETA POLO
1,TUNJA,42469733,3401.0,BOTAS
2,TUNJA,42469733,3401.0,BUZO
3,TUNJA,42469733,3401.0,CAMISETA MANGA LARGA
4,TUNJA,42469733,3401.0,COLLAR
36,TUNJA,42473152,3401.0,CAMISETA MANGA CORTA
61,TUNJA,42473152,3401.0,DENIM
138,TUNJA,42473152,3401.0,TENIS
98,TUNJA,42473152,3401.0,PANTALON
31,TUNJA,42473152,3401.0,CAMISA MANGA LARGA
0,TUNJA,42474237,3401.0,DENIM
1,TUNJA,42474237,3401.0,BUZO
2,TUNJA,42474237,3401.0,CAMISA MANGA CORTA
3,TUNJA,42474237,3401.0,CAMISETA MANGA CORTA
4,TUNJA,42474237,3401.0,CHAQUETA
0,TUNJA,42475743,3401.0,PANTALON
1,TUNJA,42475743,3401.0,CHAQUETA
2,TUNJA,42475743,3401.0,LEGGINGS
3,TUNJA,42475743,3401.0,OVERALL LARGO
4,TUNJA,42475743,3401.0,BOTAS
0,TUNJA,42476036,3401.0,CUIDADO PERSONAL
1,TUNJA,42476036,3401.0,CONJUNTO CORTO
2,TUNJA,42476036,3401.0,ANTIBACTERIAL
3,TUNJA,42476036,3401.0,TENIS
4,TUNJA,42476036,3401.0,BODY MANGA CORTA
0,TUNJA,42476666,3401.0,BOXER
1,TUNJA,42476666,3401.0,CAMISETA MANGA LARGA
2,TUNJA,42476666,3401.0,TANKINI
3,TUNJA,42476666,3401.0,CUIDADO PERSONAL
4,TUNJA,42476666,3401.0,CAMISA MANGA LARGA
0,TUNJA,42477131,3401.0,CAMISETA MANGA CORTA
1,TUNJA,42477131,3401.0,CHAQUETA
2,TUNJA,42477131,3401.0,TENIS
3,TUNJA,42477131,3401.0,CAMISA MANGA LARGA
4,TUNJA,42477131,3401.0,SHORT
0,TUNJA,42479401,3401.0,DENIM
1,TUNJA,42479401,3401.0,BUZO
2,TUNJA,42479401,3401.0,CAMISA MANGA LARGA
3,TUNJA,42479401,3401.0,CAMISETA MANGA CORTA
0,TUNJA,42480840,3401.0,CUIDADO PERSONAL
1,TUNJA,42480840,3401.0,CONJUNTO CORTO
2,TUNJA,42480840,3401.0,ANTIBACTERIAL
3,TUNJA,42480840,3401.0,TENIS
4,TUNJA,42480840,3401.0,BODY MANGA CORTA
0,TUNJA,42480942,3401.0,DENIM
1,TUNJA,42480942,3401.0,BUZO
2,TUNJA,42480942,3401.0,CAMISETA MANGA LARGA
3,TUNJA,42480942,3401.0,TENIS
4,TUNJA,42480942,3401.0,OVERALL LARGO
36,TUNJA,42486644,3401.0,CAMISETA MANGA CORTA
61,TUNJA,42486644,3401.0,DENIM
138,TUNJA,42486644,3401.0,TENIS
98,TUNJA,42486644,3401.0,PANTALON
31,TUNJA,42486644,3401.0,CAMISA MANGA LARGA
0,TUNJA,42487218,3401.0,CAMISA MANGA CORTA
1,TUNJA,42487218,3401.0,CAMISA MANGA LARGA
2,TUNJA,42487218,3401.0,DENIM
3,TUNJA,42487218,3401.0,BUZO
4,TUNJA,42487218,3401.0,TENIS
0,TUNJA,42487222,3401.0,CAMISA MANGA CORTA
1,TUNJA,42487222,3401.0,CAMISETA MANGA CORTA
2,TUNJA,42487222,3401.0,BAMBA
3,TUNJA,42487222,3401.0,DENIM
4,TUNJA,42487222,3401.0,CHAQUETA
0,TUNJA,42487620,3401.0,TENIS
1,TUNJA,42487620,3401.0,DENIM
2,TUNJA,42487620,3401.0,CAMISETA MANGA LARGA
3,TUNJA,42487620,3401.0,BOTAS
4,TUNJA,42487620,3401.0,PANTALON
0,TUNJA,42488063,3401.0,CAMISETA MANGA LARGA
1,TUNJA,42488063,3401.0,CHAQUETA
2,TUNJA,42488063,3401.0,LEGGINGS
3,TUNJA,42488063,3401.0,TENIS
4,TUNJA,42488063,3401.0,CAMISETA POLO
0,TUNJA,42492255,3401.0,AGUA DE LINOS
1,TUNJA,42492255,3401.0,BALETA
2,TUNJA,42492255,3401.0,BAMBA
3,TUNJA,42492255,3401.0,BERMUDA
4,TUNJA,42492255,3401.0,BODY MANGA CORTA
0,TUNJA,42494034,3401.0,CAMISA MANGA CORTA
1,TUNJA,42494034,3401.0,BUFANDA
2,TUNJA,42494034,3401.0,DENIM
3,TUNJA,42494034,3401.0,OVERALL LARGO
4,TUNJA,42494034,3401.0,BOTAS
0,TUNJA,42494117,3401.0,CUIDADO PERSONAL
0,TUNJA,42495070,3401.0,CAMISA MANGA LARGA
1,TUNJA,42495070,3401.0,CAMISETA MANGA CORTA
2,TUNJA,42495070,3401.0,CUIDADO PERSONAL
3,TUNJA,42495070,3401.0,DENIM
4,TUNJA,42495070,3401.0,CAMISA MANGA CORTA
0,TUNJA,42495652,3401.0,PANTALON
1,TUNJA,42495652,3401.0,SUDADERA
2,TUNJA,42495652,3401.0,BOXER
3,TUNJA,42495652,3401.0,OTROS
4,TUNJA,42495652,3401.0,OVERALL LARGO
0,TUNJA,42495725,3401.0,AGUA DE LINOS
1,TUNJA,42495725,3401.0,BALETA
2,TUNJA,42495725,3401.0,BAMBA
3,TUNJA,42495725,3401.0,BERMUDA
4,TUNJA,42495725,3401.0,BODY MANGA CORTA
0,TUNJA,42496602,3401.0,BERMUDA
1,TUNJA,42496602,3401.0,CAÑA CORTA
2,TUNJA,42496602,3401.0,CAMISETA POLO
3,TUNJA,42496602,3401.0,PANTALONETA
4,TUNJA,42496602,3401.0,CHAQUETA
0,TUNJA,42498077,3401.0,CAMISA MANGA CORTA
1,TUNJA,42498077,3401.0,SUDADERA
2,TUNJA,42498077,3401.0,VESTIDO MANGA CORTA
3,TUNJA,42498077,3401.0,CAMISETA MANGA LARGA
4,TUNJA,42498077,3401.0,OTROS
0,TUNJA,42499515,3401.0,DENIM
1,TUNJA,42499515,3401.0,CAMISA MANGA LARGA
2,TUNJA,42499515,3401.0,TENIS
3,TUNJA,42499515,3401.0,BODY MANGA CORTA
4,TUNJA,42499515,3401.0,TOALLA
0,TUNJA,42500915,3401.0,DENIM
1,TUNJA,42500915,3401.0,PANTALON
2,TUNJA,42500915,3401.0,BUZO
3,TUNJA,42500915,3401.0,CAMISETA MANGA LARGA
4,TUNJA,42500915,3401.0,BERMUDA
0,TUNJA,42503105,3401.0,SUDADERA
1,TUNJA,42503105,3401.0,DENIM
2,TUNJA,42503105,3401.0,CAMISA MANGA CORTA
3,TUNJA,42503105,3401.0,CAMISETA MANGA SISA
4,TUNJA,42503105,3401.0,TENIS
0,TUNJA,42503265,3401.0,CHAQUETA
1,TUNJA,42503265,3401.0,DENIM
2,TUNJA,42503265,3401.0,TENIS
3,TUNJA,42503265,3401.0,PANTALON
0,TUNJA,42505930,3401.0,BUZO
1,TUNJA,42505930,3401.0,CUIDADO PERSONAL
2,TUNJA,42505930,3401.0,PANTALON
3,TUNJA,42505930,3401.0,BOXER
4,TUNJA,42505930,3401.0,CAMISETA MANGA CORTA
0,TUNJA,42505998,3401.0,BERMUDA
0,TUNJA,42506855,3401.0,CHAQUETA
1,TUNJA,42506855,3401.0,DENIM
2,TUNJA,42506855,3401.0,BUZO
3,TUNJA,42506855,3401.0,CAMISA MANGA LARGA
4,TUNJA,42506855,3401.0,CAMISETA MANGA SISA
0,TUNJA,42510153,3401.0,CUIDADO PERSONAL
1,TUNJA,42510153,3401.0,DENIM
2,TUNJA,42510153,3401.0,BOLSO
3,TUNJA,42510153,3401.0,CAMISETA MANGA CORTA
